review_text,name,author_clean,star_rating,negative,neutral,positive,compound,sentiment,predicted_label,confidence_score
"I reread this after realizing I couldn't remember enough to compare with Kahneman`s book. They are mostly aligning, only Kahneman suggests against making snap judgements and relying more on evidence whereas Gladwell gives views from both sides and stays impartial.Blink is about unconscious decision making. Our unconscious side is fascinating, because it seems to be the one that holds the strings most of the time; making very fast decisions, watching out for any threat to our existence. However when our drives (the motivators of unconscious) are in conflict, ourrational mind is quick to get in. The rational mind is also there to make corrections, and making plans. So it seems that mostly we are on autopilot for unimportant things, and also when we have to do something at lightening speed. But at other times even if there is an urge to act instinctively, one should act relying on data rather than on instinct.",Blink: The Power of Thinking Without Thinking,Malcolm Gladwell,4.0,0.036,0.95,0.015,-0.3071,Negative,,
"امتیاز واقعی 3.5پلیس مرد رو تعقیب می کنه. مرد دستش رو داخل جیبش می کنه. اسلحه همراهش داره یا نه؟ شلیک میکنه یا نه؟ پلیس باید چکار کنه؟ در اون یک لحظه چطور تصمیم میگیره؟برای اولین بار زوجی رو با هم می بینید. هیچ دعوایی در کار نیست. با هم می خندند و حرف می زنند ولی حس میکنید مشکلی بینشون هست. چه مشکلی؟ مگه همه چیز ظاهرا خوب نیست؟یک کارشناس هنری از یک گالری نقاشی بازدید میکنه. با دیدن یک اثر بلافاصله حس بدی بهش دست میده. این نقاشی کپی شده. از کجا می دونه؟ فقط میدونه، نمی تونه به راحتی توضیح بدهرزومه حرف نداره. مصاحبه کاری هم خوب پیش رفت و نکته خاصی نبود ولی دوست ندارید این آدم رو استخدام کنید. چرا؟ چه دلیل حرفه ای برای این تصمیمتون دارید؟ این کتاب در مورد همین تصمیم های لحظه ای هست. تصمیم هایی که در مغز ما اما در نقطه ای به دور از رادار آگاهی گرفته می شن و خیلی از رفتارهای ما رو شکل میدن. این تصمیمات می تونن به شدت درست باشند. تجربه ها، اطلاعات و مهارت هایی که در طول زندگی کسب کردیم ممکنه به بهترین نحو در این تصمیم گیری های لحظه ای استفاده بشن و با کمترین داده به بهترین نتیجه برسندیک پلیس با تجربه با استفاده از بررسی لحظه ای تمام مواجهه های قبلی و مقایسه اون ها تصمیم میگیره که مرد نمی خواد شلیک کنهیک کارشناس با آنالیز لحظه ای تمام آثاری که در زندگیش دیده تصمیم میگیره که این اثر کپی شدهاما این تصمیم های لحظه ای می تونن همونقدر غلط و گمراه کننده باشند. کافیه از داده های اشتباه استفاده کنند، از تعصبات ریشه دار مغز نسبت به جنسیت ها، رنگ پوست و تمایلات پنهان ما به خصوصیت هایی که در مغز تکاملی ما نشان دهنده ی ""برتری"" هستند. مثل قد بلند مردانبرای همینه که اون مرد قد کوتاه یا زن غیر جذاب با رزومه ی عالی برای اون شغل مناسب به نظر نمیادیا پلیس به مرد سیاه پوستی که داره کیفش رو از جیبش در میاره شلیک می کنهباور نمی کنید ذهنتون پر از این داده های غلطه؟ نژادپرست نیستید؟ زن و مرد رو برابر می دونید؟ با دگرباش ها مشکلی ندارید؟ این تست ها رو بدید و متوجه چاله های مخفی ذهنتون بشید Harvard Implicit Association Testپس نتیجه چیه؟ استفاده از این تصمیم های لحظه ای خوبه یا بده؟ گلدول در این قسمت جواب خاصی نداره. وقتی درسته خیلی خوبه و وقتی غلطه خیلی بده! متخصص و کارشناس بودن احتمال درست بودن این تصمیم ها رو بالا می بره و تعصبات ذهنی باعث ضعفشون میشهو این دقیقا نقطه ضعف کتابه. ایده ی عالی و ساختار نامشخص. نویسنده حدوداً می دونه می خواد از چی بنویسه و تعداد زیادی مثال برای توضیحش ذکر می کنه ولی کتاب جمع بندی مناسب یا پایه های علمی مستدل تری برای دفاع از خودش ندارهکتاب رو با صدای نویسنده گوش کردم و با وجود ضعف هاش گوش دادن به مثال ها و تحقیقات مختلف واقعا جالب بود. نکته دیگه این بود که دید جدیدی بهم داد و برای بیشتر خوندن در مورد تصمیم گیری کنجکاو شدم کتاب و صوتیش رو هم مثل همیشه اینجا گذاشتمAudiobooks are awesome",Blink: The Power of Thinking Without Thinking,Malcolm Gladwell,3.0,0.0,0.991,0.009,0.6588,Positive,,
"Exciting cutting edge neuroscience and psychology pitched at a level designed to drop a layman’s jaw!BLINK is about first impressions, unconscious thought, data accumulation at a glance, snap judgments and spontaneous, instantaneous high-speed decision making!In the first chapter, Gladwell summarizes his threefold purpose of writing the book. His first purpose was to convince readers that high speed decisions can be “every bit as good as decisions made cautiously and deliberately.” His second purpose was to demonstrate that when those snap judgments and first impressions go off the rails, they do so for a very specific set of quite understandable reasons that are obvious enough on their face to allow decision makers to be on their guard when necessary. Gladwell’s final objective, obviously I dare say, was to convince readers that learning the difference and developing the skill of harking to those snap judgments when it’s appropriate to do so is a learnable skill.From first page to last, Gladwell’s descriptions of the science, the psychological tests that were used to bolster the scientific conclusions and the anecdotal examples of instances where snap judgments took the day or, ultimately, failed miserably were, in a word, gripping.For instance, Gladwell’s description of the degree to which facial movements are inextricably linked to emotions is mind-blowing. I dare you to NOT stop and shake your head in dumbfounded amazement when you read, “The face is not a secondary billboard for our internal feelings. It is an equal partner in the emotional process.” Think about that for just a second. Facial expressions not only reflect emotions that already exist. They can create emotions and enhance or depress already existing feelings. You certainly won’t be hearing me expressing any disbelief when I read about a canny detective’s ability to pick up on kinesic “tells” about lying or information withholding during an interrogation any more.BLINK has lots and lots of succulent meat to chew on – recognition of forged artwork; wartime leadership and decision-making in the heat of battle; the differences between normal perception and autistic perception; judging on appearance; why Coca-Cola made the spectacularly flawed decision to create New Coke; a policeman’s near instantaneous decision to shoot a suspect; and much, much more.Highly recommended (and THAT, by the way, was NOT a snap decision!)Paul Weiss",Blink: The Power of Thinking Without Thinking,Malcolm Gladwell,5.0,0.066,0.844,0.09,0.6686,Positive,,
4 Stars for Blink: Power of Thinking Without Thinking (audiobook) by Malcolm Gladwell read by the author. This was a interesting look into making quick decisions. I think some of the author’s examples worked better than others.,Blink: The Power of Thinking Without Thinking,Malcolm Gladwell,4.0,0.0,0.851,0.149,0.6808,Positive,,
مالکوم گلادول می‌آموزد که گاهی همانند ماجرای مجسمه‌ی کورو یا شبیه‌سازی جنگ، باید به حس خود اعتماد داشته باشیم و تجزیه و تحلیل اضافی جز خراب کردن تصمیممان، فایده‌ای ندارد. (مصداق خطایی که دیگران مانند دوبلی، کانمن و نسیم طالب به عنوان خطای اطلاعات اضافی مطرح می‌کنند) گاهی هم مانند قضیه‌ی نوشابه‌های پپسی و ماجرای دیالو باید از ناخودآگاه پیروی نکرد و بررسی دقیقتری نمود. البته که تمرین زیاد ممکن است باعث ‌شود متخصصانی بوجود بیایند و مهارتی کسب نمایند که ناخودآگاهشان از خودآگاهشان دقیقتر باشد.در ماجرای کوک‌کانتی زمانی را توضیح داد که کم، زیاد می‌شود و براساس اطلاعات غیرضروری اضافی پزشکان ممکن است تصمیمهای نادرستی گرفته شود؛ پس نیازی به اینهمه اطلاعات جانبی بیهوده نیست.یاد داد گاهی باید چشمان را بست و به صدای نواختن ساز گوش داد تا موسیقی را درک و از پیشداوری پرهیز کرد.گفت زشت و زیبا نسبی هستند و چیزهای عجیب معمولا زشت به نظر می‌رسند ولی ممکن است بعد از مدتی که عادی شدند، نهایت زیبایی باشند و دیگران در تقلید آن از یکدیگر سبقت بگیرند.توضیح داد برای سنجش لذت بردن یا عدم لذت بردن از بعضی چیزها همانند نوشابه و موسیقی، جرعه‌ای نوشیدن و لحظه‌ای گوش دادن فایده‌ ندارد؛ بلکه باید با آنها زیست.گلادول اثر هاله را برایم تکرار کرد؛ جایی که وارن هاردینگ که دیگران از روی ظاهر و رفتار تردیدی نداشتند رئیس جمهور بزرگی خواهد شد و ناخودآگاه لقب رئیس جمهور بزرگ را برایش بکار می‌بردند، در زمره‌ی روسای جمهور بد و ناموفق آمریکا درآمد.شمّ اقتصادی و تواناییهای ذاتی افراد را به رخ کشید تا خواننده حواسش به استعدادهایش باشد؛ جایی که موفقیتهای جک ولش و افراد مشابهش را مدیون تصمیم‌گیریهای فوری و قدرت نگاه آنها معرفی کرد نه مدیریت، کار زیاد و روشهای مناسب. (البته که بی‌تأثیر هم نیست)کتاب نسبتا خوب ترجمه شده بود ولی ای کاش مترجم، نوشتار لاتین اسامی فراوانی که در کتاب نام برده شده‌اند را به صورت زیرنویس می‌آورد تا مراجعه به اطلاعات تکمیلی آسانتر باشد یا حداقل بتوانیم این اسمها را درست تلفظ کنیم. ضمنا بعضی جاها می‌توانست توضیحات تکمیلی ارائه کند که جایش واقعا خالی بود. برخی اغلاط تایپی هم در چاپ کتاب مشاهده می‌شد.شاید بعضی از موضوعات برایم تکراری بود به این دلیل که آنها را از زبان دیگران خوانده بودم ولی برایم ارزشمند بود چرا که اینقدر باید آنها را مطالعه و در آن تفکر کرد تا به مهارت تبدیل شوند.,Blink: The Power of Thinking Without Thinking,Malcolm Gladwell,5.0,0.0,1.0,0.0,0.0,Neutral,,
"I was really expecting more from this book. I've heard mostly good things about Gladwell, and he had a pretty interesting TED talk, and I enjoy almost anything to do with the brain, so...why not?The book certainly brought up a lot of interesting ideas and did a good job of discussing the different elements that go into the snap decisions that we make every day. And it's probably worth a read for many of the stories and experiments related. But for the most part this book really failed to impress. More than that though, it failed at being a coherent analysis of what goes on in the human brain when we make snap judgments. Gladwell alternates between telling us to trust and accept this ""mysterious phenomena"" that allows us to make these unconscious snap judgments and warning us against the use of these snap judgments. One moment he advises against the idea that we need to slowly collect data and weigh options to make the most informed opinion and provides examples where too much thinking and information leads us astray, and in the next moment gives us examples of how snap judgments sometimes go horribly wrong. And he leaves us with no clear sense of how to use this new found information to make better decisions and judgments in our own lives. Do I trust my insights because my rational brain will fool me, or do I mistrust my instincts because of the inherent bias contained within them? If Gladwell knows he sure didn't tell me.One example of somewhere where I think he didn't analyze the situation enough was when he talked about the Wisconsin Card Sorting task (pick cards from one of two decks, one deck tends towards bad and the other towards good outcomes). He focused solely on how the unconscious mind was aware of the pattern (which deck was bad and which was good) long before the conscious mind was aware of it when making decisions. And this was shown by the fact that sweating occurred when choosing from the ""bad"" deck before the subject knew why (or was even aware of it). What he fails to mention about all this is that the reason for this is because we are designed to be ""risk averse"". It is not because we are making brilliant snap judgments, or that our brains have ""learned"" the rules before we are aware of it. From an evolutionary perspective it pays off more to learn from our mistakes than learn from our victories. Mistakes are costly. This is why bad memories are more salient than happy ones. The sweating that occurs is a physiological indicator of and means of prompting the organism to stay away. It's not even that this explanation is in contradiction to Gladwell's; it is that it IS an explanation for the phenomena Gladwell describes, one easily at Gladwells' disposal. Two other aspects of this book stuck out as major frustrations for me:1) Gladwell spends a lot of time early on talking about the mysterious nature of our ability to thin slice (make accurate snap judgments based on very little information) and urges us to accept this. To his credit, he does attempt to demystify this somewhat later on, but not enough in my opinion. His first example is of a museum that purchased an expensive sculpture which all the data and scientists evaluated as legitimate, but which experts in the field immediately saw as a fake without being able to put into words why. It's purposefully misleading to label this as some sort of mysterious phenomena. For instance, it's important to remember that these people were experts. An amateur would not and could not make this same snap judgment because they don't have the training to. This ability didn't magically appear, it came from learning and training and synaptic change. These experts learned over time. They studied types of stone, and different styles, and everything else that goes into understanding their field. And this process created memories...synaptic change within their brains. And there exists a system (or systems) in the brain that can make decisions based on that neuronal structure without conscious awareness. Shortcuts so to speak. But these shortcuts are a product of that neuronal structure, which is a product of that synaptic change, which is a product of the learning the individual did over time. It's misleading to call this mysterious. What's important, and more interesting in my opinion, is figuring out the underlying processes that allow this to happen. 2) Towards the end of the book Gladwell discusses how our stress response leads us to make all sorts of bad decisions. He talks about autism and how autistic people can't mind read (don't have theories of other minds) and how this affects their interpretation of events around them and of the world in general. He compares what happens to people in stressful situations to this, that during these situations, because the fight or flight response has taken over, people have tunnel vision and can no longer ""read minds"" and thus make all sorts of mistakes and bad decisions because they are focusing on the wrong things. My issue is that he, incomprehensibly, makes a literal, as opposed to metaphorical, connection with autism. He argues that during these times we become ""temporarily autistic"". While it's true that one aspect of our behavior becomes similar to an aspect of an autistic individuals behavior during these times, it seems like a pretty ridiculous statement to make as a broad generalization. He spends quite a bit of time talking about this and I don't think it does anyone any good.In the end I think I was most disappointed by the fact that all the elements to create a good book WERE present here, and the failure is due in large part to how he puts it all together and his ability to analyze all the disparate ideas properly (insert irony here). Evolution has built into us shortcuts to react quickly to stimuli in our environment. Our experience, whether broadly cultural or personal, prunes, enhances, changes those built in shortcuts as we go through life. Some develop as unfair biases towards people of different races. Some develop as we become experts in a subject. Thus some can be trusted and some can't. Our brains can't tell the difference between fact and fiction, only between experience and non experience, and so it's important to be aware of what kind of decision making goes on under the surface and what factors are involved in those decisions so we can be more aware of whether to trust them or not. Other factors can affect decision making, such as our emotional state due to the physiological changes that take place during those times, and this too is important to understand because it radically alters our perception during those times. The most important thing to remember is that experience translates into instinct through synaptic change, and through work and training we can increase the effectiveness of our gut reactions and snap decisions, but due to biases and our altered states during emotional situations those instincts should not always be trusted outright. There you go Malcolm Gladwell, please feel free to use this in the next printing. No citation necessary.",Blink: The Power of Thinking Without Thinking,Malcolm Gladwell,2.0,0.097,0.796,0.107,0.6511,Positive,,
"Malcolm Gladwell engagingly writes about how decisions made in a blink--snap judgments--can be very good. A series of entertaining anecdotes and psychological studies show that first impressions can be good in some cases, especially in areas where people have experience. He also writes about experts who analyze facial expressions, and how autistic people have trouble making certain types of judgment calls.But then he goes on to show how our unconscious mind can also be very prejudiced. Tall men are more likely to become CEOs than short men. Using Warren Harding as an example, he shows that people may vote for a political candidate because they look presidential. Women are less likely to be offered positions in some orchestras unless the auditions are held with the competitors behind a screen, so they are just evaluated on their playing ability. He also includes stories about police officers making snap judgments, and the judicial system handing out longer sentences to minorities. There were some examples that supported decisions made quickly by the subconscious level, and other examples that showed certain decisions were better when we slowed down and consciously gave things a little more thought. Experience played a big part in having good judgment making quick decisions. Gladwell does not get into how the brain works in making decisions. The book is interesting and entertaining, but it raises as many questions as it answers. 3.5 stars.",Blink: The Power of Thinking Without Thinking,Malcolm Gladwell,4.0,0.016,0.868,0.116,0.9322,Positive,,
"A must read - really interesting stories about how people process things unconsciously.  - for instance, you can't hide your feeling about race from your unconscious - take the Race Test (http://www.understandingprejudice.org...). It said I (and 13% of test-takers) have a 'moderate automatic preference for European American compared to African American'. It also said 48% of test-takers have a ""Strong automatic preference for White people"" - crazy! - I loved the bit about President Warren Harding (http://en.wikipedia.org/wiki/Warren_H...), who - according to the author, basically got elected because he ""looked presidential"". I firmly believe looks matter - hey after all I do live in CA where we have the Governator...",Blink: The Power of Thinking Without Thinking,Malcolm Gladwell,4.0,0.036,0.839,0.125,0.8531,Positive,,
"Gladwell continues his exploration of counter-intuitive ideas about decision-making in BLINK! He opens with a 1983 incident at the J. Paul Getty Museum. The Museum acquired a rare statue from the Greek archaic period. To this day, the Museum maintains that the authenticity of the statue is uncertain. At the time, however, the Museum was certain enough to acquire the piece for just under $10 million. Documentation, and scientific analysis had been relied on as support. However, numerous experts including Metropolitan Museum of Art director Thomas Hoving pronounced it a fake. It was an intuitive pronouncement which presaged problems later uncovered with both the documentation and scientific analysis. This is the first of many stories Gladwell uses to illustrate how an intuitive reaction can trump logic and analysis.Among the factors that cloud logic is something he calls the adaptive unconscious. It's an unrecognized emotional bias. In the Getty example, the officials wanted the piece to be authentic. It would have been a spectacular acquisition for a newly established museum. This desire diverted critical scrutiny of the supporting evidence. Such an adaptation need not even be emotion based. In an explanation of priming, Gladwell cites psychological studies that illustrate the subconscious effect of pre-conditioning through word lists. Extrapolating from these examples, one might conclude that the casual reader will be highly influenced when reviewing a book by his mood or even surroundings at the time of reading.Gladwell explores other impediments to logical thinking, logic being a type of perceptual filter. Face recognition, he points out, occurs in a completely different part of the brain, and is an integrated reaction as opposed to the kind of multi-step processing that occurs in dealing with language. Athletic and musical achievement rely on these non-verbal neural processes. His own example cites Paul Van Ripper's success against a team backed by the Pentagon's most sophisticated computers in a war games exercise. The Pentagon team was actually hampered in their decision making by information overload. Initial reaction, Gladwell points out is not always accurate. He tries to explore this downside as well by citing studies on bias. Gladwell is an entertaining storyteller as well as an energetic researcher. He draws examples from market research, Chancellorsville in the Civil War, the assessment of heart attacks at Cook County Hospital, speed dating, fire fighting, the auditioning of professional musicians, and the Diallo Incident in the Bronx to illustrate his points. By drawing from such a wide variety of experience, he insures the interest of a broad audience in this book. NOTE: It's always fun to re-encounter characters from other books. I knew of Thomas Hoving from his book, KING OF THE CONFESSORS. The idea of thin-slice thinking was also explored in HOW WE DECIDE, by Jonah Lehrer. The deconstruction of flavor is discussed from a neurophysiological standpoint in Gordon Shepherd's NEUROGASTRONOMY.",Blink: The Power of Thinking Without Thinking,Malcolm Gladwell,4.0,0.066,0.852,0.081,0.7604,Positive,,
"3.4 starsMy interest in this book varied by chapter--by far the best one for me was ""Seven Seconds in the Bronx"" in part because I have a child with a diagnosis on the ""spectrum"" and in part because it answered my question as to why I now see police officers cruising by themselves (this is for an excellent reason, it turns out, but no spoilers as to why!) While I enjoyed The Tipping Point more, I have to say that I am happy to have read this after that particular chapter. This is not to say it's the only one I found interesting, because at least one other one was quite fascinating for me.I do plan to read more books by Gladwell in the future.",Blink: The Power of Thinking Without Thinking,Malcolm Gladwell,3.0,0.02,0.794,0.186,0.9741,Positive,,
"“We have, as human beings, a storytelling problem. We're a bit too quick to come up with explanations for things we don't really have an explanation for.”

I think this was the first time I experienced a Gladwell book as an audiobook and ever since, it has been my favorite form to consume his books. The quality of production is great and Gladwell narration makes the books even better. I know Gladwell's books are controversial from a scientific point of view as some readers think they're full of contradictions. Personally, I get the feeling that they are well researched, and I never noticed glaring contradictions or mistakes while reading them. Once again, that is only a subjective feeling and they may be not perfect, but I think the way they are written makes them so damn addicting and easy to read.In this book, Gladwell discusses decisions made in the blink of an eye and my favorite kind of non-fiction books are those that affect me somehow and this one did. It kind of gave me more confident to take those quick decisions specially in my job as a doctor!",Blink: The Power of Thinking Without Thinking,Malcolm Gladwell,4.0,0.075,0.807,0.117,0.8554,Positive,,
"From any psychologist's point of view, this book is full of contradicting psychological facts. Even as a general reader, I find this book says a lot of things but does not actually tell you what it actually wants to address. But I love this book for totally different reasons. Firstly, I love case studies with interesting results written by someone who can write in a way you will find the whole experience exhilarating. Secondly, this guy deserves a five star because he is making less known but thought-provoking scientific studies to a much wider audience. Thirdly, nowhere it is mentioned in the title it is a book which teaches you how to think without thinking so it is completely understandable why it shows us both the advantages and disadvantages of snap decision making and it completely leaves to the reader to decide when to do what. Finally, I love non-fiction which uses a lot of anecdotes to state a fact rather just directly stating the fact it wants to address. I recommend it to anyone who loves to read about interesting psychological studies.",Blink: The Power of Thinking Without Thinking,Malcolm Gladwell,5.0,0.026,0.78,0.194,0.9902,Positive,,
"A really great study on how important the first few seconds of anything can be, in any particular situation. Be it that you're an art expert who instantly knows an object is fake, or a police man who thinks that the victim is pulling a gun out of their pocket rather than a wallet, it's very clear that human beings do have this constant auto-pilot running, an unconscious ""survival mode"" that gives us most of the clues we might need in the ""blink"" of an eye, and sometimes those clues might be wrong.",Blink: The Power of Thinking Without Thinking,Malcolm Gladwell,4.0,0.105,0.806,0.089,-0.1566,Negative,,
"1 Star - Horrible book.Against my better judgement I gave another one of Malcolm Gladwell's books a try. Oh, what precious reading time I wasted on this book! My feelings on this book are quite similar to how I felt about The Tipping Point: How Little Things Can Make a Big Difference (my review) so I'll keep this review short. My first thought after finishing this was: did I really just read 200+ pages on what is essentially the good and bad of gut reactions? There was nothing new for me here and that may not entirely be Gladwell's fault but nevertheless I could not enjoy this book. In addition to my lack of interest in the subject matter, I cannot enjoy the author's writing style. I feel he meanders and that there are so many unfinished thoughts and ideas. It drove me crazy!By the end of the book I was frustrated and upset. I recommend this book to no one.",Blink: The Power of Thinking Without Thinking,Malcolm Gladwell,1.0,0.169,0.748,0.083,-0.9446,Negative,,
ثاني كتاب أقرأه لنفس الكاتب... و مهم اللي بيقرا النوع ده من الكتب يدرك جيدا المقصود بالpop psychology... و مياخدش الكلام اللي في الكتاب علي انه حقائق علمية مثبتة... الكاتب بيسوق طبعا دراسات تدعم كلامه... بس هو بيسوقها بالذات للهدف ده: عشان تدعم كلامه... و ده لوحده لا يعني انها صحيحة او دقيقة... المهم الكتاب ده لافت للنظر بالفعل... بيتكلم عن الsnap judgements... ازاي عقلنا بيعرف حاجات معينة من غير ما احنا نعرفها... اللي ممكن نسميه الحدس... و امتي مناسب نستخدم الحدس ده و امتي ممكن الحدس يلبسنا في الحيطة... الرسالة الرئيسية في الكتاب من وجهة نظري ان الحدس ده سلاح ذو حدين... زي ما تبقي مربي كلب شرس... هيخدمك كتير و ممكن ينقذ حياتك... بس مهم جدا انك تربيه كويس عشان متلاقيهوش في يوم بيعضك انت... تدريب الحدس ده محتاج نوع من الintrospection ... و الاهم محتاج بيئة صحية و ثرية مثيرة للتأمل و فيها ناس experts تتعلم منهم... عشان مهم جدا تعرف ان اللي مصاحب علي علوكة و اشرف كخة مش هيطلع طيار! 😁,Blink: The Power of Thinking Without Thinking,Malcolm Gladwell,4.0,0.0,1.0,0.0,0.0,Neutral,,
"Interesting,with references to other psychology works.","Personality, Character, and Intelligence: Part Three from What the Dog Saw",Malcolm Gladwell,4.0,0.0,1.0,0.0,0.0,Neutral,,
"This is the second part of the collection of articles Malcolm Gladwell has chosen from his writings for The New Yorker. This part is about Personality, Character, And Intelligence. As Gladwell usually does, he tackles quirky subjects and discusses them to come up with conclusions that serves as gateways to larger meanings. In this part he talks about a variety of subject, such as hiring, college graduates, crimes and criminal profiling, and dogs.I LOVE Gladwell's style, and I enjoyed all of his books. But my problem with this one, maybe only this part, is that I didn't enjoy the subjects he tackled.In his previous books, you could see how he takes you bottom up, from small, seemingly random topics, up to the bigger picture. That approach made his other books really interesting, even if you didn't enjoy the small topics he discussed in order to reach his conclusion. In the case of this book, it couldn't be done for the fact that it's merely a collection of his favorite writings.My favorite article in this book was ""Are Smart People Overrated?""Malcom tackles in this article the scandal of Enron. The article is really really interesting. And I enjoyed it the most for the fact that I just joined the corporate world only 6 months ago. Enron went broke for a bad decision its executives have taken. Gladwell takes on this matter from roots to symptoms.","Personality, Character, and Intelligence: Part Three from What the Dog Saw",Malcolm Gladwell,3.0,0.094,0.781,0.126,0.7614,Positive,,
"What is the difference between choking and panicking? Why are there dozens of varieties of mustard-but only one variety of ketchup? What do football players teach us about how to hire teachers? What does hair dye tell us about the history of the 20th century?In the past decade, Malcolm Gladwell has written three books that have radically changed how we understand our world and ourselves: The Tipping Point; Blink; and Outliers. Now, in What the Dog Saw, he brings together, for the first time, the best of his writing from The New Yorker over the same period.Here is the bittersweet tale of the inventor of the birth control pill, and the dazzling inventions of the pasta sauce pioneer Howard Moscowitz. Gladwell sits with Ron Popeil, the king of the American kitchen, as he sells rotisserie ovens, and divines the secrets of Cesar Millan, the “dog whisperer” who can calm savage animals with the touch of his hand. He explores intelligence tests and ethnic profiling and “hindsight bias” and why it was that everyone in Silicon Valley once tripped over themselves to hire the same college graduate.“Good writing,” Gladwell says in his preface, “does not succeed or fail on the strength of its ability to persuade. It succeeds or fails on the strength of its ability to engage you, to make you think, to give you a glimpse into someone else’s head.” What the Dog Saw is yet another example of the buoyant spirit and unflagging curiosity that have made Malcolm Gladwell our most brilliant investigator of the hidden extraordinary.","Personality, Character, and Intelligence: Part Three from What the Dog Saw",Malcolm Gladwell,5.0,0.053,0.802,0.145,0.9778,Positive,,
"easy to read (listen to)... but when he gets something that I think I know about pretty wrong, I had to rethink if what he is saying is really very grounded in research as he claims or if it is just entertaining.","Personality, Character, and Intelligence: Part Three from What the Dog Saw",Malcolm Gladwell,3.0,0.084,0.711,0.205,0.714,Positive,,
"The chapter on late bloomers was great. I gotta admit I see myself reflected in Cezanne's story, even though I cannot paint a coloring book. Certain things take time and persistence, even when the fruit of the effort is not evident. Persistence is faith.Good chapter too the one on how to hire.","Personality, Character, and Intelligence: Part Three from What the Dog Saw",Malcolm Gladwell,4.0,0.0,0.849,0.151,0.7906,Positive,,
"Some of essays thought provoking, couple kind of funny but on the whole didn't rock my boat.","Personality, Character, and Intelligence: Part Three from What the Dog Saw",Malcolm Gladwell,2.0,0.077,0.824,0.099,0.1036,Positive,,
Anti-vaxxers should read but .... they would protest.,"Personality, Character, and Intelligence: Part Three from What the Dog Saw",Malcolm Gladwell,5.0,0.263,0.737,0.0,-0.3612,Negative,,
"A collection of essays, with some interesting ideas but little theme or conclusion. Very readable, but not much meat.","Personality, Character, and Intelligence: Part Three from What the Dog Saw",Malcolm Gladwell,3.0,0.0,0.902,0.098,0.2144,Positive,,
"Partial to the “Late Bloomers’ chapter as I have rounded the corners of 50. Tells the story of Ben Fountain, a successful real estate lawyer who decides he want he wants to drop out and write fiction. Eighteen years later, the “young writer” would have success by the age of forty-eight. This chapter goes through examples of “genius” in art, literature, poetry, and film to debunk our beliefs that genius is for the young “But sometimes, genius is anything but rarefied; sometimes it is just that thing that emerges after twenty years of working at your kitchen table”“The Talent Myth” chapter is hitting close to home because we are amid the SAT, college applications, etc. season of our lives. This topic tends to dominate any “mom talk” lately with the anxiety just oozing off of all of us as our kids struggle to make what has been ingrained into them and into us “the biggest decision of their lives.” This chapter is well worth the read for anyone going through this patch of life. Loved this quote: “What IQ doesn’t pick up is effectiveness at common-sense sorts of things, especially working with people,” Richard Wagner, a psychologist at Florida State University says “In terms of how we evaluate schooling, everything is about working by yourself. If you work with someone else, it’s called cheating. Once you get out in the real world, everything you do involves working with people”","Personality, Character, and Intelligence: Part Three from What the Dog Saw",Malcolm Gladwell,4.0,0.051,0.871,0.078,0.775,Positive,,
A captivating journey into questions that hold some merit in life but are rarely thought of. This is a good book to expand your thinking and knowledge. I love the questions presented in this book and the stories that are told along with them to illustrate the author's point or perspective. I recommend this book to everyone.,"Personality, Character, and Intelligence: Part Three from What the Dog Saw",Malcolm Gladwell,5.0,0.0,0.73,0.27,0.9568,Positive,,
"Stories and connections were fantastic. Didn't go for a five because the overall themes weren't as neatly woven together as I'd like from the author's perspective. For a compendium of his articles, it had descent flow and was fun to read/think about (as usual).","Personality, Character, and Intelligence: Part Three from What the Dog Saw",Malcolm Gladwell,4.0,0.041,0.769,0.19,0.8108,Positive,,
"Haven't read any Malcolm Gladwell before this. Kicking myself. This is fantastic. My library loan on the eBook starts tomorrow. Will have to loan it out again. Okay, I finished Part 3. Want to loan out Parts 1 and 2. This was a great collection of columns.","Personality, Character, and Intelligence: Part Three from What the Dog Saw",Malcolm Gladwell,5.0,0.0,0.786,0.214,0.872,Positive,,
"Interesting provocative thinkingShort essay,that challenge conventional wisdom .lively written researched to substantiate opinions of writer. Seems to wander does not truly look at other points of view. Leaves reader to decide outcome.","Personality, Character, and Intelligence: Part Three from What the Dog Saw",Malcolm Gladwell,4.0,0.061,0.68,0.259,0.7842,Positive,,
I love Malcolm Gladwell even though I don't agree with everything he says. I enjoy hearing his thoughts and theories on things. this book is quite fascinating. .,"Personality, Character, and Intelligence: Part Three from What the Dog Saw",Malcolm Gladwell,5.0,0.063,0.601,0.336,0.8774,Positive,,
"Malcolm Gladwell hand-picked 19 of his own articles from the New Yorker with the running theme of seeing social, political and other issues from outlier, fact-based and/or data-backed perspectives. A highly thought provoking and entertaining read. Areas covered are the likes of:- The Ketchup Conundrum – Mustard Now Comes in Dozens of Varieties. Why Has Ketchup Stayed the Same?- The Art of Failure – Why Some People Choke and Others Panic- Million-Dollar Murray – Why Problems like Homelessness May Be Easier to Solve Than to Manage- The Talent Myth – Are Smart People Overrated?Two of the articles also take deep dives into Enron.As ever Gladwell had been researching like crazy to back up some of these, sometimes incredible takes on business and/or science related issues. Quite a bit daring for a fourth published book, that could have easily consigned as a filler. Still an 8 out of 12, Four Star highly informative read.2023 and 2013 read",What the Dog Saw and Other Adventures,Malcolm Gladwell,4.0,0.099,0.75,0.151,0.7941,Positive,,
